rep_id,first_name,last_name,rep_name,site,queue_name,department,job_role,can_transfer_departments,tenure_months,primary_skill_tag,secondary_skill_tag,primary_skill_label,secondary_skill_label,strengths,weaknesses,strain_tier,pressure_index_baseline,qa_score,fcr_30d,repeat_contact_rate,aht_secs,csat_proxy,transfer_rate,escalation_rate,compliance_risk,productivity_index,burnout_index,resilience_index,volatility_index,policy_accuracy,discovery_skill,conflict_tolerance,technical_skill,credit_discipline,ownership_bias,emotional_regulation,aht_pressure_bias,strain_score,weakness_tags,strength_tags
REP00011,Carmen,Cook,Carmen Cook,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,medium,0.1359,0.6526,0.6349,0.3163,558.44,0.6297,0.0691,0.0979,0.2771,0.6356,0.4913,0.8404,0.6716,0.5233564013840829,0.2174033917153183,0.56006006006006,0.434493734672624,0.5443755057998381,0.4437988301337793,0.272334099202595,0.5632955771305286,0.5829683862236269,discovery_gap|reactive_under_stress,balanced
REP00012,Andre,Turner,Andre Turner,NovaWireless,General Support,Call Center,Customer Service Representative,False,39,fraud_unwanted_calls,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls|network_service|generalist,none_flagged,low,0.1359,0.6702,0.7682,0.2693,521.4,0.6661,0.0344,0.0659,0.3801,0.7031,0.3512,0.9753,0.426,0.5614186851211073,0.34806783430636645,0.7202202202202201,0.6384069847242152,0.2665227947127057,0.6724161480558952,0.6042708474118125,0.4837505475991349,0.26225524907173153,discovery_gap|credit_leak_risk,balanced
REP00013,Amelia,Collins,Amelia Collins,NovaWireless,General Support,Call Center,Customer Service Representative,False,31,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls|general_support|generalist,none_flagged,medium,0.1359,0.7031,0.6856,0.2852,531.84,0.654,0.01,0.0459,0.196,0.6205,0.35,0.8483,0.5778,0.632569204152249,0.3038643313872672,0.8203203203203203,0.5594191374436696,0.7631507957917454,0.4907653233276362,0.3991079875658873,0.46941228111185584,0.42079542792033864,discovery_gap,deescalation_strong
REP00014,Ashley,Rogers,Ashley Rogers,NovaWireless,General Support,Call Center,Customer Service Representative,False,48,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,low,0.1359,0.6138,0.7159,0.2818,489.14,0.6895,0.1403,0.088,0.314,0.6111,0.3018,0.9187,0.4997,0.43944636678200694,0.31331665276619414,0.6096096096096095,0.5048826840844847,0.4448340976530888,0.6350718871198775,0.5046627922692257,0.41271815224035147,0.2945406638508391,discovery_gap,balanced
REP00015,Quinn,Anderson,Quinn Anderson,NovaWireless,General Support,Call Center,Customer Service Representative,False,31,network_service,general_support,tech_support,general_support,network_service|general_support|generalist,none_flagged,medium,0.1359,0.6721,0.7293,0.1828,546.75,0.6957,0.0475,0.1142,0.2374,0.6828,0.3721,0.9041,0.5484,0.5655276816608997,0.5885460105643592,0.47847847847847846,0.5865086397208797,0.6514701915295387,0.6256872605632661,0.4388430869036356,0.506024239811193,0.3842821662894403,none,balanced
REP00016,Chris,Brooks,Chris Brooks,NovaWireless,General Support,Call Center,Customer Service Representative,False,25,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,medium,0.1359,0.7579,0.6269,0.2416,555.92,0.6288,0.0192,0.0469,0.3036,0.6592,0.5447,0.8282,0.6908,0.7510813148788927,0.4250764525993884,0.8153153153153153,0.5372604910039401,0.47288912867547894,0.4267463064565795,0.2463846465738614,0.6112202413418732,0.6447783310812156,reactive_under_stress,policy_expert|deescalation_strong
REP00017,Landon,Turner,Landon Turner,NovaWireless,General Support,Call Center,Customer Service Representative,False,48,porting_transfer,billing_resolution,porting_support,billing_support,porting_transfer|billing_resolution|generalist,none_flagged,low,0.1359,0.6153,0.643,0.2447,554.36,0.6167,0.0392,0.1244,0.2038,0.6896,0.2564,1.0,0.2627,0.44269031141868503,0.4164581595774256,0.42742742742742734,0.40539508636121496,0.7421095225249528,0.6293547409875795,0.8249763481551562,0.636330843380587,0.09778696188595108,none,balanced
REP00018,Dakota,Stewart,Dakota Stewart,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,network_service,billing_resolution,tech_support,billing_support,network_service|billing_resolution|generalist,none_flagged,low,0.1359,0.6885,0.7592,0.2856,512.87,0.6261,0.0241,0.1275,0.1822,0.7171,0.3316,0.9386,0.4887,0.6009948096885813,0.3027522935779816,0.4119119119119118,0.6457123840398524,0.8003776638791475,0.5646319453015235,0.5195296661711042,0.518080900954251,0.29962123567266397,discovery_gap,balanced
REP00019,Katherine,Green,Katherine Green,NovaWireless,General Support,Call Center,Customer Service Representative,False,34,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support|fraud_unwanted_calls|generalist,none_flagged,high,0.1359,0.5372,0.6219,0.2395,533.78,0.7075,0.1122,0.0893,0.425,0.5398,0.5885,0.7989,0.6011,0.27378892733564014,0.4309146510981374,0.603103103103103,0.2916794844722584,0.1454005934718101,0.5082725664251886,0.3676172455737262,0.43182546608694733,0.6676080547693561,policy_confusion|credit_leak_risk,balanced
REP00020,Jada,Chen,Jada Chen,NovaWireless,General Support,Call Center,Customer Service Representative,False,33,network_service,general_support,tech_support,general_support,network_service|general_support|generalist,none_flagged,high,0.1359,0.6551,0.6259,0.2723,534.81,0.714,0.0913,0.1157,0.3797,0.5976,0.4857,0.7042,0.7149,0.5287629757785467,0.3397275507367251,0.47097097097097085,0.424714358901756,0.267601834367413,0.39633308836454345,0.21381267738883636,0.5164773661910129,0.7009390427872477,discovery_gap|credit_leak_risk|reactive_under_stress,balanced
REP00021,Elizabeth,Khan,Elizabeth Khan,NovaWireless,General Support,Call Center,Customer Service Representative,False,26,device_support,network_service,device_support,tech_support,device_support|network_service|generalist,none_flagged,medium,0.1359,0.6536,0.6707,0.285,522.73,0.6129,0.0241,0.1271,0.2405,0.6518,0.3899,0.8739,0.4712,0.5255190311418684,0.30442035029191006,0.41391391391391386,0.4852283089135139,0.643107634205557,0.4614332715613052,0.543181511015002,0.538923216644936,0.39115361779918445,discovery_gap,balanced
REP00022,Charlotte,Patel,Charlotte Patel,NovaWireless,General Support,Call Center,Customer Service Representative,False,27,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,medium,0.1359,0.6275,0.6722,0.2525,579.67,0.6259,0.0585,0.1824,0.3318,0.6039,0.5358,0.9482,0.601,0.46907439446366767,0.39477342229635815,0.13713713713713704,0.45908643440243024,0.3968168330186135,0.5766746858103855,0.3677523989728342,0.46209246070705645,0.5083401579652554,escalation_prone,balanced
REP00023,Laura,Lopez,Laura Lopez,NovaWireless,General Support,Call Center,Customer Service Representative,False,28,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,high,0.1359,0.6229,0.6465,0.2278,537.53,0.6645,0.0496,0.1373,0.4104,0.6266,0.5198,0.7145,0.8731,0.45912629757785467,0.46344175701973866,0.36286286286286284,0.41846744837283856,0.18478554086862697,0.33460169352596736,0.0,0.5331618677069753,0.7856232015223242,credit_leak_risk|reactive_under_stress,balanced
REP00024,Julian,James,Julian James,NovaWireless,General Support,Call Center,Customer Service Representative,False,24,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,medium,0.1359,0.6647,0.6451,0.2993,523.86,0.654,0.1162,0.0485,0.3587,0.6341,0.4632,0.7938,0.5924,0.549524221453287,0.26466499860995274,0.8073073073073073,0.46172466273773927,0.3242514162395468,0.42067787476796525,0.379375591296121,0.546807735129978,0.5633373736647236,discovery_gap|credit_leak_risk,deescalation_strong
REP00025,Hailey,Gomez,Hailey Gomez,NovaWireless,General Support,Call Center,Customer Service Representative,False,29,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,low,0.1359,0.6788,0.6959,0.2581,544.53,0.7539,0.0624,0.1028,0.3108,0.6746,0.4437,0.9757,0.2878,0.5800173010380621,0.37920489296636084,0.5355355355355355,0.5474289001722904,0.45346641489074724,0.8059205543774614,0.7910528449790513,0.5395522846788255,0.28318853247119685,none,accountability_driven
REP00026,Anthony,Baker,Anthony Baker,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,device_support,porting_transfer,device_support,porting_support,device_support|porting_transfer|generalist,none_flagged,medium,0.1359,0.6337,0.6556,0.2661,529.44,0.6658,0.0495,0.0737,0.3493,0.6629,0.478,0.8728,0.6188,0.4824826989619378,0.35696413678065053,0.6811811811811811,0.44276700828818105,0.34960884812516857,0.5401458966792704,0.34369509393161235,0.5771884485585806,0.5254489766938105,credit_leak_risk|reactive_under_stress,balanced
REP00027,Carlos,Martinez,Carlos Martinez,NovaWireless,General Support,Call Center,Customer Service Representative,False,26,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,medium,0.1359,0.4813,0.7001,0.2853,538.23,0.5313,0.0372,0.204,0.4155,0.5526,0.5679,0.8262,0.6226,0.1528979238754325,0.30358632193494584,0.02902902902902904,0.33969445430942213,0.17102778527110873,0.2764917695473252,0.3385592647655088,0.3433400257306661,0.6380509433031051,discovery_gap|policy_confusion|escalation_prone,balanced
REP00028,Gavin,Thomas,Gavin Thomas,NovaWireless,General Support,Call Center,Customer Service Representative,False,23,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,medium,0.1359,0.7091,0.717,0.2411,561.46,0.7018,0.0166,0.09,0.3301,0.6655,0.534,0.8746,0.4381,0.6455449826989618,0.4264664998609953,0.5995995995995995,0.6094576508501743,0.4014027515511195,0.5969896421211679,0.5879172861197459,0.49608637607983086,0.49757705587947576,none,balanced
REP00029,Caleb,Butler,Caleb Butler,NovaWireless,General Support,Call Center,Customer Service Representative,False,26,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,0.5558,0.7931,0.1748,552.22,0.5921,0.1116,0.1336,0.3108,0.7372,0.516,0.8631,0.6768,0.3140138408304497,0.6107867667500695,0.38138138138138133,0.5492399301239628,0.45346641489074724,0.4160387783101017,0.26530612244897966,0.5024299116395767,0.5881962677858668,policy_confusion|reactive_under_stress,balanced
REP00030,Chloe,Walker,Chloe Walker,NovaWireless,General Support,Call Center,Customer Service Representative,False,32,general_support,device_support,general_support,device_support,general_support|device_support|generalist,none_flagged,low,0.1359,0.6351,0.6396,0.2919,561.04,0.6877,0.1147,0.1462,0.2363,0.5752,0.3511,1.0,0.3843,0.48551038062283736,0.2852376980817348,0.31831831831831825,0.4220894482864533,0.6544375505799838,0.7368979097243259,0.6606298148398433,0.46251967460923515,0.2262053746792083,discovery_gap|escalation_prone,balanced
REP00031,Logan,White,Logan White,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,low,0.1359,0.6632,0.7762,0.2398,532.81,0.6348,0.0801,0.044,0.2583,0.715,0.3032,1.0,0.6088,0.546280276816609,0.4300806227411732,0.8298298298298299,0.6419334809880548,0.5950903695710819,0.6567706755528628,0.35721043384241113,0.49122538401200994,0.2772144805406769,none,deescalation_strong
REP00032,Brianna,Thomas,Brianna Thomas,NovaWireless,General Support,Call Center,Customer Service Representative,False,27,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls|general_support|generalist,none_flagged,medium,0.1359,0.6157,0.6148,0.2829,519.73,0.7229,0.0552,0.0816,0.2323,0.62,0.4095,0.8972,0.5303,0.44355536332179935,0.31025854879065895,0.6416416416416415,0.3667152683460592,0.6652279471270569,0.6580134402469384,0.46330585214218134,0.566828955137562,0.4135121894051503,discovery_gap,balanced
REP00033,John,Reed,John Reed,NovaWireless,General Support,Call Center,Customer Service Representative,False,31,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,medium,0.1359,0.6631,0.7101,0.2173,549.49,0.6515,0.0864,0.1046,0.3136,0.6685,0.4471,0.8596,0.3987,0.5460640138408305,0.49263274951348346,0.5265265265265264,0.550147124812232,0.44591313730779614,0.5015104850382038,0.641167725368293,0.5103380656287824,0.4205778361071394,none,balanced
REP00034,Lucy,Singh,Lucy Singh,NovaWireless,General Support,Call Center,Customer Service Representative,False,23,fraud_unwanted_calls,device_support,fraud_unwanted_calls,device_support,fraud_unwanted_calls|device_support|generalist,none_flagged,medium,0.1359,0.5694,0.7178,0.2454,565.27,0.6094,0.0365,0.1365,0.4013,0.6615,0.5023,0.8132,0.3697,0.34342560553633217,0.414512093411176,0.36686686686686676,0.4595075323104684,0.20933369301321825,0.37807114816186155,0.6803622111096095,0.4887346087847888,0.4907372477410983,policy_confusion|credit_leak_risk,balanced
REP00035,Isaiah,Alvarez,Isaiah Alvarez,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,billing_resolution,porting_transfer,billing_support,porting_support,billing_resolution|porting_transfer|generalist,none_flagged,low,0.1359,0.6717,0.6966,0.2696,533.36,0.7252,0.0252,0.0748,0.3364,0.6714,0.4042,1.0,0.3652,0.5646626297577854,0.34723380594940234,0.6756756756756757,0.5407224383185598,0.3844078769894794,0.793698879127537,0.6864441140694688,0.5335876530896713,0.26282198716595967,discovery_gap,accountability_driven
REP00036,Alexis,Adams,Alexis Adams,NovaWireless,General Support,Call Center,Customer Service Representative,False,23,porting_transfer,fraud_unwanted_calls,porting_support,fraud_unwanted_calls,porting_transfer|fraud_unwanted_calls|generalist,none_flagged,low,0.1359,0.6639,0.6244,0.277,542.17,0.7579,0.0872,0.0882,0.2902,0.6474,0.3258,1.0,0.5761,0.5477941176470589,0.32666110647762026,0.6086086086086085,0.4321494860079954,0.5090369571081736,0.8432293244471372,0.4014055953507232,0.596273165824273,0.2828364667581915,discovery_gap,accountability_driven
REP00037,Clara,Harris,Clara Harris,NovaWireless,General Support,Call Center,Customer Service Representative,False,41,network_service,porting_transfer,tech_support,porting_support,network_service|porting_transfer|generalist,none_flagged,medium,0.1359,0.6182,0.728,0.3127,531.3,0.6825,0.1206,0.0802,0.3473,0.5887,0.4669,0.7866,0.5835,0.4489619377162629,0.2274117319988881,0.6486486486486487,0.526422716430947,0.3550040463987052,0.45458735225514646,0.391404243816732,0.36097960074179125,0.5683753944498935,discovery_gap,balanced
REP00038,Ariana,Anderson,Ariana Anderson,NovaWireless,General Support,Call Center,Customer Service Representative,False,20,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,high,0.1359,0.6068,0.6342,0.3466,599.06,0.6307,0.0388,0.1583,0.4493,0.5543,0.6063,0.7471,0.5903,0.42430795847750863,0.13316652766194048,0.2577577577577578,0.38399863943292906,0.07984893444834107,0.3253289547499636,0.38221381267738874,0.4373937917409064,0.7180687300480781,discovery_gap|escalation_prone|credit_leak_risk,balanced
REP00039,Mason,Garcia,Mason Garcia,NovaWireless,General Support,Call Center,Customer Service Representative,False,18,fraud_unwanted_calls,device_support,fraud_unwanted_calls,device_support,fraud_unwanted_calls|device_support|generalist,none_flagged,low,0.1359,0.6237,0.6598,0.237,542.82,0.6779,0.0586,0.1809,0.2432,0.6469,0.316,0.9739,0.4627,0.46085640138408307,0.4378648874061719,0.14464464464464455,0.43777910221770044,0.6358241165362827,0.6884891082388052,0.5546695499391809,0.5463944168264011,0.24880903476761915,escalation_prone,balanced
REP00040,Samuel,Gomez,Samuel Gomez,NovaWireless,General Support,Call Center,Customer Service Representative,False,45,network_service,device_support,tech_support,device_support,network_service|device_support|generalist,none_flagged,medium,0.1359,0.64,0.6784,0.252,547.42,0.6542,0.0749,0.0528,0.3097,0.5908,0.4672,0.8266,0.8632,0.4961072664359862,0.396163469557965,0.7857857857857857,0.4812020382110583,0.45643377394119244,0.46316188323029683,0.013380186511690817,0.43305009687959395,0.6511690406769578,reactive_under_stress,deescalation_strong
REP00041,Maya,Ortiz,Maya Ortiz,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,porting_transfer,fraud_unwanted_calls,porting_support,fraud_unwanted_calls,porting_transfer|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,0.5891,0.5748,0.2896,543.96,0.6887,0.0388,0.0733,0.3433,0.5704,0.496,0.8501,0.4414,0.3860294117647058,0.29163191548512646,0.6831831831831832,0.28247379048706855,0.36579444294577823,0.5456399684968889,0.5834572239491822,0.5449042112754342,0.4860733637722675,discovery_gap,balanced
REP00042,Alexander,Stewart,Alexander Stewart,NovaWireless,General Support,Call Center,Customer Service Representative,False,43,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,medium,0.1359,0.563,0.7553,0.2439,488.82,0.661,0.0923,0.1254,0.4064,0.7276,0.4445,0.9706,0.6067,0.329584775086505,0.4186822351959967,0.42242242242242223,0.504598212785971,0.19557593741570012,0.6586469775339311,0.3600486552236788,0.5398758226973566,0.4170933120934366,policy_confusion|credit_leak_risk,balanced
REP00043,Ella,Turner,Ella Turner,NovaWireless,General Support,Call Center,Customer Service Representative,False,39,device_support,network_service,device_support,tech_support,device_support|network_service|generalist,none_flagged,low,0.1359,0.6694,0.7087,0.1961,512.61,0.7163,0.1075,0.1151,0.2566,0.6594,0.3353,0.9554,0.4147,0.5596885813148789,0.5515707534056158,0.4739739739739739,0.5550176609764408,0.5996762881035879,0.7228621486443192,0.6195431815110151,0.49807881445003727,0.25974527909352546,none,balanced
REP00044,Jeremiah,Wilson,Jeremiah Wilson,NovaWireless,General Support,Call Center,Customer Service Representative,False,29,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,low,0.1359,0.7055,0.7025,0.2909,505.83,0.7686,0.01,0.0856,0.225,0.6932,0.3483,0.9968,0.4589,0.6377595155709342,0.28801779260494864,0.6216216216216216,0.5854539602819997,0.6849204208254653,0.8553213080460715,0.5598053791052845,0.5594245490640168,0.2565826599154953,discovery_gap,accountability_driven
REP00045,Jace,Taylor,Jace Taylor,NovaWireless,General Support,Call Center,Customer Service Representative,False,25,general_support,network_service,general_support,tech_support,general_support|network_service|generalist,none_flagged,medium,0.1359,0.5838,0.6193,0.3053,601.21,0.7008,0.1056,0.181,0.3334,0.5628,0.5582,0.8522,0.5431,0.37456747404844287,0.24798443147066995,0.14414414414414412,0.33846265519343083,0.3925006743997843,0.5666683652416089,0.4460062170563589,0.4713242029294173,0.5776515369066698,discovery_gap|escalation_prone,balanced
REP00046,Jason,Diaz,Jason Diaz,NovaWireless,General Support,Call Center,Customer Service Representative,False,28,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,0.5043,0.7245,0.2356,529.5,0.6193,0.0729,0.01,0.3899,0.5584,0.4373,0.9053,0.5304,0.20263840830449817,0.4417570197386711,1.0,0.3984065827930258,0.24008632317237655,0.5115079621090004,0.4631706987430734,0.3185493254790735,0.4305274639127691,policy_confusion|credit_leak_risk,deescalation_strong
REP00047,Isaiah,Peterson,Isaiah Peterson,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,low,0.1359,0.6361,0.8143,0.2142,531.56,0.7231,0.1252,0.1518,0.2728,0.7521,0.2863,1.0,0.416,0.48767301038062283,0.5012510425354462,0.2902902902902903,0.6654731210016845,0.5559751820879417,0.7905180248409571,0.6177861873226113,0.4962784903059802,0.18492312458851318,escalation_prone,accountability_driven
REP00048,Diana,Allen,Diana Allen,NovaWireless,General Support,Call Center,Customer Service Representative,False,35,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,low,0.1359,0.7146,0.7642,0.1858,517.45,0.6426,0.0777,0.0795,0.2012,0.7431,0.3154,1.0,0.6037,0.657439446366782,0.5802057269947178,0.652152152152152,0.6808695151390082,0.7491232802805503,0.6685852771887306,0.3641032571969185,0.5517203703415114,0.2853387805685769,none,balanced
REP00049,Carlos,Sanchez,Carlos Sanchez,NovaWireless,General Support,Call Center,Customer Service Representative,False,27,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls,network_service|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,0.6738,0.8708,0.1239,493.05,0.6985,0.0519,0.0628,0.4185,0.7532,0.4043,0.9246,0.599,0.5692041522491348,0.7522935779816514,0.7357357357357357,0.7846020761245673,0.16293498786080396,0.6562915683363191,0.370455466954994,0.41963171036204744,0.4158811358347865,credit_leak_risk,thorough_probe
REP00050,Emma,Roberts,Emma Roberts,NovaWireless,General Support,Call Center,Customer Service Representative,False,38,billing_resolution,porting_transfer,billing_support,porting_support,billing_resolution|porting_transfer|generalist,none_flagged,low,0.1359,0.873,0.7002,0.1804,494.64,0.7644,0.1116,0.0947,0.1168,0.7204,0.3044,0.9004,0.3328,1.0,0.5952182374200723,0.5760760760760759,0.7633841886269072,0.9768006474237928,0.724988406057274,0.7302338153804568,0.605061504256988,0.24316182419677912,none,policy_expert
REP00051,Jaden,Rivera,Jaden Rivera,NovaWireless,General Support,Call Center,Customer Service Representative,False,32,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,low,0.1359,0.7354,0.6953,0.2735,526.93,0.6732,0.0673,0.0432,0.4062,0.7481,0.3384,0.8794,0.349,0.7024221453287198,0.33639143730886845,0.8338338338338338,0.6077991447864126,0.19611545724305368,0.5598422756291583,0.7083389647249629,0.6550848367418673,0.2943383272909489,discovery_gap|speed_over_accuracy|credit_leak_risk,deescalation_strong
